ticker,name,universe,close,chg,pivot,ext,vol_ratio,close_pos,value20_eok,from_high,trend_n,trend_fail,setup,note,entry,stop,target,rr,stop_pct,rs_pct,flow_score,flow_txt,score
124500,아이티센글로벌,KOSDAQ150,29300.00,1.56,42000.00,-30.24,0.37,0.86,245.40,-61.19,4,"50>150일선, 52주고가 75%↑",,,29300.00,,32230.00,,,49.50,50.00,-,49.20
034020,두산에너빌리티,KOSPI200,85900.00,2.14,94400.00,-9.00,0.59,0.72,2762.20,-38.29,4,"50>150일선, 52주고가 75%↑",,,85900.00,,94490.00,,,44.05,50.00,-,48.40
012450,한화에어로스페이스,KOSPI200,1092000.00,3.31,1213000.00,-9.98,0.74,0.63,1355.06,-34.02,4,"50>150일선, 52주고가 75%↑",,,1092000.00,,1201200.00,,,41.11,50.00,-,48.10
009420,한올바이오파마,KOSPI200,48100.00,0.94,65900.00,-27.01,0.44,0.48,167.19,-34.11,4,"종가>50일선, 52주고가 75%↑",,,48100.00,,52910.00,,,45.31,50.00,-,48.10
002380,KCC,KOSPI200,463000.00,-0.75,514000.00,-9.92,0.90,0.18,127.66,-33.09,4,"50>150일선, 52주고가 75%↑",,,463000.00,,509300.00,,,38.59,50.00,-,48.00
090360,로보스타,KOSDAQ150,79100.00,2.20,83800.00,-5.61,0.37,0.97,83.26,-53.90,2,"50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑",,,79100.00,,87010.00,,,74.25,50.00,-,47.80
417200,LS머트리얼즈,KOSDAQ150,13110.00,2.99,13920.00,-5.82,2.37,0.87,88.46,-59.94,3,"50>150일선, 200일선 상승, 52주고가 75%↑",,,13110.00,,14421.00,,,30.62,50.00,-,47.60
011200,HMM,KOSPI200,20800.00,1.46,23200.00,-10.34,0.46,0.90,244.60,-16.63,4,"종가>50일선, 52주저가 +30%↑",,,20800.00,,22880.00,,,42.79,50.00,-,47.30
125490,한라캐스트,KOSDAQ150,11280.00,3.30,12210.00,-7.62,0.56,0.76,123.75,-55.50,3,"50>150일선, 150>200일선, 52주고가 75%↑",,,11280.00,,12408.00,,,54.53,50.00,-,46.90
030200,KT,KOSPI200,53300.00,0.57,55550.00,-4.05,0.52,0.67,146.23,-23.20,4,"50>150일선, 52주저가 +30%↑",,,53300.00,,58630.00,,,40.69,50.00,-,46.90
047050,포스코인터내셔널,KOSPI200,58000.00,5.26,59100.00,-1.86,0.71,0.66,1468.54,-36.40,3,"50>150일선, 52주고가 75%↑, 52주저가 +30%↑",,,58000.00,,63800.00,,,46.98,50.00,-,45.00
307950,현대오토에버,KOSPI200,365500.00,0.27,471000.00,-22.40,0.20,0.41,271.53,-65.71,3,"종가>50일선, 50>150일선, 52주고가 75%↑",,,365500.00,,402050.00,,,54.11,50.00,-,44.90
068270,셀트리온,KOSPI200,180300.00,1.63,202000.00,-10.74,0.55,0.58,707.08,-24.64,3,"종가>50일선, 50>150일선, 52주저가 +30%↑",,,180300.00,,198330.00,,,47.40,50.00,-,44.40
457190,이수스페셜티케미컬,KOSPI200,64300.00,-0.31,75700.00,-15.06,0.39,0.27,82.68,-51.21,4,"50>150일선, 52주고가 75%↑",,,64300.00,,70730.00,,,35.24,50.00,-,44.30
241560,두산밥캣,KOSPI200,60600.00,1.17,65400.00,-7.34,0.66,0.33,78.38,-23.96,3,"종가>50일선, 50>150일선, 52주저가 +30%↑",,,60600.00,,66660.00,,,44.47,50.00,-,43.90
078600,대주전자재료,KOSDAQ150,86800.00,-0.23,97700.00,-11.16,0.36,0.59,100.98,-52.65,4,"50>150일선, 52주고가 75%↑",,,86800.00,,95480.00,,,33.98,50.00,-,43.70
071050,한국금융지주,KOSPI200,185300.00,-0.91,197300.00,-6.08,0.69,0.23,287.62,-38.34,3,"종가>50일선, 50>150일선, 52주고가 75%↑",,,185300.00,,203830.00,,,43.21,50.00,-,43.60
005940,NH투자증권,KOSPI200,25450.00,-0.39,27500.00,-7.45,0.72,0.25,104.10,-40.26,3,"종가>50일선, 50>150일선, 52주고가 75%↑",,,25450.00,,27995.00,,,41.53,50.00,-,43.10
048410,현대바이오,KOSDAQ150,6710.00,-1.32,7730.00,-13.20,1.01,0.13,100.83,-68.79,4,"50>150일선, 52주고가 75%↑",,,6710.00,,7381.00,,,22.23,50.00,-,42.80
047810,한국항공우주,KOSPI200,130400.00,3.49,139800.00,-6.72,0.71,0.62,382.01,-39.49,3,"종가>50일선, 50>150일선, 52주고가 75%↑",,,130400.00,,143440.00,,,40.27,50.00,-,42.70
178320,서진시스템,KOSDAQ150,34450.00,-4.97,41700.00,-17.39,0.88,0.15,336.21,-58.64,3,"종가>50일선, 50>150일선, 52주고가 75%↑",,,34450.00,,37895.00,,,37.75,50.00,-,42.60
090710,휴림로봇,KOSDAQ150,6160.00,0.65,7040.00,-12.50,0.29,0.57,56.65,-76.84,3,"종가>50일선, 50>150일선, 52주고가 75%↑",,,6160.00,,6776.00,,,45.72,50.00,-,42.50
007660,이수페타시스,KOSPI200,106500.00,-0.93,118000.00,-9.75,1.22,0.07,536.05,-35.22,2,"50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑",,,106500.00,,117150.00,,,46.14,50.00,-,42.30
006800,미래에셋증권,KOSPI200,31850.00,-0.16,37500.00,-15.07,0.49,0.28,353.06,-63.72,3,"종가>50일선, 50>150일선, 52주고가 75%↑",,,31850.00,,35035.00,,,39.01,50.00,-,41.10
005490,POSCO홀딩스,KOSPI200,326000.00,-0.31,351000.00,-7.12,0.39,0.22,804.68,-39.85,3,"50>150일선, 52주고가 75%↑, 52주저가 +30%↑",,,326000.00,,358600.00,,,39.85,50.00,-,40.90
005380,현대차,KOSPI200,362500.00,0.00,434000.00,-16.47,0.52,0.64,2055.57,-53.70,3,"종가>50일선, 50>150일선, 52주고가 75%↑",,,362500.00,,398750.00,,,36.08,50.00,-,40.20
226950,올릭스,KOSDAQ150,112900.00,1.80,117600.00,-4.00,0.79,0.30,243.84,-47.97,3,"50>150일선, 200일선 상승, 52주고가 75%↑",,,112900.00,,124190.00,,,31.46,50.00,-,40.00
271560,오리온,KOSPI200,113500.00,1.52,131500.00,-13.69,0.42,0.79,125.83,-24.38,3,"종가>50일선, 50>150일선, 52주저가 +30%↑",,,113500.00,,124850.00,,,36.92,50.00,-,40.00
140860,파크시스템스,KOSDAQ150,257500.00,1.38,281500.00,-8.53,0.43,0.61,63.89,-26.53,2,"종가>50일선, 50>150일선, 52주고가 75%↑, 52주저가 +30%↑",,,257500.00,,283250.00,,,50.76,50.00,-,39.90
069960,현대백화점,KOSPI200,100600.00,2.44,103300.00,-2.61,0.72,0.68,136.70,-54.68,3,"종가>50일선, 50>150일선, 52주고가 75%↑",,,100600.00,,110660.00,,,32.30,50.00,-,39.90
012330,현대모비스,KOSPI200,381500.00,-0.52,516000.00,-26.07,0.81,0.20,1410.29,-53.59,3,"종가>50일선, 50>150일선, 52주고가 75%↑",,,381500.00,,419650.00,,,27.27,50.00,-,38.60
005290,동진쎄미켐,KOSDAQ150,40900.00,0.74,44350.00,-7.78,0.33,0.76,110.70,-43.35,3,"종가>50일선, 50>150일선, 52주고가 75%↑",,,40900.00,,44990.00,,,32.72,50.00,-,38.10
058470,리노공업,KOSDAQ150,67100.00,1.67,73400.00,-8.58,0.44,0.70,377.90,-47.98,3,"종가>50일선, 50>150일선, 52주고가 75%↑",,,67100.00,,73810.00,,,31.04,50.00,-,38.10
003670,포스코퓨처엠,KOSPI200,183600.00,-2.65,201000.00,-8.66,0.61,0.23,637.55,-38.70,2,"50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑",,,183600.00,,201960.00,,,41.95,50.00,-,37.70
036460,한국가스공사,KOSPI200,36200.00,0.14,38100.00,-4.99,0.65,0.71,57.66,-20.79,2,"50>150일선, 150>200일선, 200일선 상승, 52주저가 +30%↑",,,36200.00,,39820.00,,,39.43,50.00,-,37.00
032640,LG유플러스,KOSPI200,14630.00,-0.41,15230.00,-3.94,0.60,0.50,107.14,-22.18,2,"종가>50일선, 50>150일선, 200일선 상승, 52주저가 +30%↑",,,14630.00,,16093.00,,,38.17,50.00,-,36.40
277810,레인보우로보틱스,KOSDAQ150,427500.00,0.12,479000.00,-10.75,0.32,0.59,324.89,-56.33,3,"종가>50일선, 50>150일선, 52주고가 75%↑",,,427500.00,,470250.00,,,27.69,50.00,-,36.30
138930,BNK금융지주,KOSPI200,15790.00,-2.17,16550.00,-4.59,0.65,0.22,156.12,-31.50,2,"종가>50일선, 50>150일선, 52주고가 75%↑, 52주저가 +30%↑",,,15790.00,,17369.00,,,36.50,50.00,-,36.00
004370,농심,KOSPI200,395500.00,-0.75,460000.00,-14.02,1.01,0.50,126.05,-31.69,1,"종가>50일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,395500.00,,435050.00,,,44.89,50.00,-,35.80
024110,기업은행,KOSPI200,20200.00,-0.49,21500.00,-6.05,0.51,0.33,179.44,-31.64,2,"종가>50일선, 50>150일선, 52주고가 75%↑, 52주저가 +30%↑",,,20200.00,,22220.00,,,37.33,50.00,-,35.60
232140,와이씨,KOSDAQ150,12000.00,1.44,14760.00,-18.70,0.76,0.39,263.88,-50.31,3,"50>150일선, 200일선 상승, 52주고가 75%↑",,,12000.00,,13200.00,,,18.88,50.00,-,35.40
064400,LG씨엔에스,KOSPI200,69500.00,-0.57,77800.00,-10.67,0.40,0.20,373.71,-54.66,2,"종가>50일선, 50>150일선, 52주고가 75%↑, 52주저가 +30%↑",,,69500.00,,76450.00,,,35.66,50.00,-,34.50
016360,삼성증권,KOSPI200,86000.00,0.47,93900.00,-8.41,0.45,0.42,273.78,-47.24,2,"종가>50일선, 50>150일선, 52주고가 75%↑, 52주저가 +30%↑",,,86000.00,,94600.00,,,34.82,50.00,-,34.40
145020,휴젤,KOSDAQ150,230500.00,0.44,262000.00,-12.02,0.66,0.62,72.78,-32.21,2,"종가>50일선, 50>150일선, 52주고가 75%↑, 52주저가 +30%↑",,,230500.00,,253550.00,,,28.53,50.00,-,33.30
011780,금호석유화학,KOSPI200,121700.00,0.25,136300.00,-10.71,0.61,0.71,118.77,-25.02,1,"종가>50일선, 50>150일선, 150>200일선, 52주고가 75%↑, 52주저가 +30%↑",,,121700.00,,133870.00,,,43.63,50.00,-,33.30
011790,SKC,KOSPI200,86700.00,0.81,93700.00,-7.47,0.37,0.49,113.89,-52.98,3,"50>150일선, 200일선 상승, 52주고가 75%↑",,,86700.00,,95370.00,,,18.04,50.00,-,33.20
161580,필옵틱스,KOSDAQ150,31650.00,0.32,38600.00,-18.01,1.53,0.11,96.63,-51.23,2,"50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑",,,31650.00,,34815.00,,,14.26,50.00,-,32.60
204320,HL만도,KOSPI200,48200.00,-0.41,54650.00,-11.80,0.34,0.43,146.41,-39.06,2,"종가>50일선, 50>150일선, 150>200일선, 52주고가 75%↑",,,48200.00,,53020.00,,,30.20,50.00,-,32.30
103140,풍산,KOSPI200,78200.00,1.96,91000.00,-14.07,0.75,0.63,115.60,-50.88,2,"50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑",,,78200.00,,86020.00,,,24.33,50.00,-,32.20
000270,기아,KOSPI200,120900.00,0.00,135800.00,-10.97,0.62,0.65,958.14,-43.11,2,"종가>50일선, 50>150일선, 52주고가 75%↑, 52주저가 +30%↑",,,120900.00,,132990.00,,,25.59,50.00,-,32.00
089030,테크윙,KOSDAQ150,45950.00,1.21,51400.00,-10.60,0.33,0.50,231.27,-37.91,2,"종가>50일선, 50>150일선, 200일선 상승, 52주고가 75%↑",,,45950.00,,50545.00,,,28.94,50.00,-,31.80
267260,HD현대일렉트릭,KOSPI200,711000.00,0.28,854000.00,-16.74,0.47,0.59,923.26,-50.28,2,"종가>50일선, 50>150일선, 200일선 상승, 52주고가 75%↑",,,711000.00,,782100.00,,,26.01,50.00,-,31.50
014680,한솔케미칼,KOSPI200,214000.00,0.94,214500.00,-0.23,1.44,0.38,74.66,-38.24,1,"종가>50일선, 50>150일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,214000.00,,235400.00,,,26.43,50.00,-,31.50
051600,한전KPS,KOSPI200,47500.00,1.50,50900.00,-6.68,1.05,0.62,63.32,-31.16,1,"50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,47500.00,,52250.00,,,28.11,50.00,-,30.10
041510,에스엠,KOSDAQ150,81900.00,-6.40,91000.00,-10.00,1.37,0.06,92.56,-46.47,1,"50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,81900.00,,90090.00,,,23.49,50.00,-,30.10
373220,LG에너지솔루션,KOSPI200,365000.00,-0.41,387000.00,-5.68,0.53,0.62,1139.02,-30.74,1,"50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,365000.00,,401500.00,,,34.40,50.00,-,29.70
011170,롯데케미칼,KOSPI200,62600.00,-3.25,71400.00,-12.32,1.14,0.40,122.02,-47.62,1,"50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,62600.00,,68860.00,,,24.75,50.00,-,29.40
086520,에코프로,KOSDAQ150,82300.00,-0.12,92300.00,-10.83,0.28,0.24,576.32,-56.68,2,"종가>50일선, 50>150일선, 200일선 상승, 52주고가 75%↑",,,82300.00,,90530.00,,,22.65,50.00,-,29.30
036570,NC,KOSPI200,204000.00,1.24,231000.00,-11.69,0.75,0.67,157.98,-40.61,1,"종가>50일선, 50>150일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,204000.00,,224400.00,,,29.78,50.00,-,29.20
323410,카카오뱅크,KOSPI200,20750.00,-0.95,22500.00,-7.78,0.70,0.33,149.27,-29.66,1,"종가>50일선, 50>150일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,20750.00,,22825.00,,,29.36,50.00,-,28.80
010130,고려아연,KOSPI200,1126000.00,-1.57,1430000.00,-21.26,0.51,0.23,325.85,-48.54,1,"종가>50일선, 50>150일선, 150>200일선, 52주고가 75%↑, 52주저가 +30%↑",,,1126000.00,,1238600.00,,,31.88,50.00,-,28.70
214450,파마리서치,KOSDAQ150,329500.00,0.61,465500.00,-29.22,0.38,0.10,453.15,-52.66,1,"종가>50일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,329500.00,,362450.00,,,33.56,50.00,-,28.60
009830,한화솔루션,KOSPI200,28500.00,-0.52,36750.00,-22.45,0.24,0.31,544.63,-49.05,2,"종가>50일선, 50>150일선, 52주고가 75%↑, 52주저가 +30%↑",,,28500.00,,31350.00,,,20.56,50.00,-,28.40
010140,삼성중공업,KOSPI200,21500.00,5.65,22500.00,-4.44,1.37,0.78,602.12,-39.18,1,"50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,21500.00,,23650.00,,,18.46,50.00,-,28.30
017800,현대엘리베이터,KOSPI200,73600.00,0.82,76800.00,-4.17,0.78,0.40,68.44,-35.10,1,"50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,73600.00,,80960.00,,,26.85,50.00,-,28.30
263750,펄어비스,KOSDAQ150,34250.00,-1.44,36700.00,-6.68,0.22,0.57,112.69,-55.75,2,"50>150일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,34250.00,,37675.00,,,20.14,50.00,-,28.20
039490,키움증권,KOSPI200,263000.00,-1.68,290000.00,-9.31,0.92,0.11,186.31,-49.13,1,"종가>50일선, 50>150일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,263000.00,,289300.00,,,23.07,50.00,-,27.70
030000,제일기획,KOSPI200,17380.00,-1.19,19370.00,-10.27,1.83,0.53,60.27,-25.41,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,17380.00,,19118.00,,,21.81,50.00,-,26.80
361610,SK아이이테크놀로지,KOSPI200,16120.00,1.45,19960.00,-19.24,0.63,0.70,163.29,-54.07,2,"50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑",,,16120.00,,17732.00,,,9.23,50.00,-,26.40
290650,엘앤씨바이오,KOSDAQ150,46300.00,1.98,54300.00,-14.73,0.21,0.47,98.33,-61.76,2,"종가>50일선, 50>150일선, 200일선 상승, 52주고가 75%↑",,,46300.00,,50930.00,,,13.84,50.00,-,25.90
041190,우리기술투자,KOSDAQ150,5270.00,1.15,7200.00,-26.81,0.32,0.67,475.08,-59.89,2,"50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑",,,5270.00,,5797.00,,,12.17,50.00,-,25.80
310210,보로노이,KOSDAQ150,140200.00,0.43,186400.00,-24.79,0.56,0.14,120.72,-62.66,2,"종가>50일선, 50>150일선, 200일선 상승, 52주고가 75%↑",,,140200.00,,154220.00,,,7.97,50.00,-,25.60
025980,아난티,KOSDAQ150,5160.00,1.78,6050.00,-14.71,0.17,0.73,242.79,-50.76,2,"50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑",,,5160.00,,5676.00,,,13.42,50.00,-,25.60
139480,이마트,KOSPI200,73100.00,-0.41,76500.00,-4.44,0.58,0.38,72.43,-46.41,1,"종가>50일선, 50>150일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,73100.00,,80410.00,,,20.97,50.00,-,25.20
006650,대한유화,KOSPI200,96700.00,-3.20,115900.00,-16.57,1.11,0.09,53.14,-52.25,1,"50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,96700.00,,106370.00,,,11.33,50.00,-,24.50
018880,한온시스템,KOSPI200,3310.00,-0.90,3595.00,-7.93,0.50,0.30,81.04,-44.28,1,"종가>50일선, 50>150일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,3310.00,,3641.00,,,19.72,50.00,-,24.40
051910,LG화학,KOSPI200,267500.00,-1.65,300000.00,-10.83,0.65,0.23,532.93,-38.86,1,"50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,267500.00,,294250.00,,,17.62,50.00,-,24.40
207940,삼성바이오로직스,KOSPI200,1399000.00,-0.43,1645000.00,-14.95,0.55,0.23,617.88,-29.59,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,1399000.00,,1538900.00,,,33.14,50.00,-,24.40
196170,알테오젠,KOSDAQ150,253500.00,-1.17,344000.00,-26.31,0.32,0.19,1744.86,-42.10,1,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑",,,253500.00,,278850.00,,,19.30,50.00,-,23.40
000100,유한양행,KOSPI200,77500.00,-0.39,87100.00,-11.02,0.51,0.42,187.58,-40.02,1,"50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,77500.00,,85250.00,,,16.36,50.00,-,23.30
213420,덕산네오룩스,KOSDAQ150,29900.00,-3.55,34600.00,-13.58,0.90,0.19,65.36,-47.82,1,"종가>50일선, 50>150일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,29900.00,,32890.00,,,10.49,50.00,-,23.20
097950,CJ제일제당,KOSPI200,176600.00,-0.39,191000.00,-7.54,0.87,0.63,102.08,-29.92,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,176600.00,,194260.00,,,23.91,50.00,-,22.70
008770,호텔신라,KOSPI200,40700.00,-0.25,45500.00,-10.55,0.32,0.45,76.39,-42.11,1,"종가>50일선, 50>150일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,40700.00,,44770.00,,,17.20,50.00,-,22.60
000250,삼천당제약,KOSDAQ150,162500.00,3.57,188900.00,-13.98,0.30,0.77,140.19,-86.82,2,"종가>50일선, 50>150일선, 200일선 상승, 52주고가 75%↑",,,162500.00,,178750.00,,,2.52,50.00,-,22.40
122870,와이지엔터테인먼트,KOSDAQ150,44200.00,-0.90,45600.00,-3.07,0.65,0.50,53.23,-58.26,1,"50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,44200.00,,48620.00,,,11.75,50.00,-,22.30
060250,NHN KCP,KOSDAQ150,13190.00,2.49,16260.00,-18.88,0.40,0.61,86.65,-48.27,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,13190.00,,14509.00,,,25.17,50.00,-,20.80
022100,포스코DX,KOSPI200,21200.00,-0.24,22500.00,-5.78,0.12,0.38,312.53,-53.51,1,"50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,21200.00,,23320.00,,,14.68,50.00,-,20.70
237690,에스티팜,KOSDAQ150,91500.00,1.78,121500.00,-24.69,0.29,0.68,146.13,-46.83,1,"종가>50일선, 50>150일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,91500.00,,100650.00,,,10.91,50.00,-,20.30
035420,NAVER,KOSPI200,199600.00,-1.19,235000.00,-15.06,0.56,0.31,1490.76,-34.34,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,199600.00,,219560.00,,,21.39,50.00,-,20.30
009540,HD한국조선해양,KOSPI200,347500.00,4.35,371000.00,-6.33,0.93,0.62,543.33,-29.73,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,347500.00,,382250.00,,,15.94,50.00,-,20.20
475830,오름테라퓨틱,KOSDAQ150,35500.00,-30.12,74300.00,-52.22,0.72,0.00,60.96,-75.78,1,"종가>50일선, 50>150일선, 150>200일선, 52주고가 75%↑, 52주저가 +30%↑",,,35500.00,,39050.00,,,2.10,50.00,-,19.30
101490,에스앤에스텍,KOSDAQ150,40850.00,1.11,44000.00,-7.16,0.35,0.63,91.69,-62.32,1,"종가>50일선, 50>150일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,40850.00,,44935.00,,,7.13,50.00,-,19.20
329180,HD현대중공업,KOSPI200,468500.00,5.88,491000.00,-4.58,0.95,0.71,1274.03,-38.76,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,468500.00,,515350.00,,,12.58,50.00,-,19.20
377300,카카오페이,KOSPI200,40250.00,-0.74,49000.00,-17.86,0.72,0.39,168.10,-49.18,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,40250.00,,44275.00,,,15.52,50.00,-,19.10
326030,SK바이오팜,KOSPI200,79200.00,0.25,94800.00,-16.46,0.85,0.48,124.41,-45.04,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,79200.00,,87120.00,,,13.00,50.00,-,18.80
028300,HLB,KOSDAQ150,31900.00,0.47,44600.00,-28.48,0.21,0.43,466.01,-53.90,1,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑",,,31900.00,,35090.00,,,6.71,50.00,-,18.40
259960,크래프톤,KOSPI200,203000.00,-0.49,232500.00,-12.69,0.49,0.17,170.82,-38.95,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,203000.00,,223300.00,,,15.10,50.00,-,17.80
001040,CJ,KOSPI200,131300.00,0.38,136800.00,-4.02,0.86,0.43,147.86,-44.13,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,131300.00,,144430.00,,,9.65,50.00,-,17.70
454910,두산로보틱스,KOSPI200,69100.00,1.32,73900.00,-6.50,0.29,0.79,199.24,-59.35,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,69100.00,,76010.00,,,16.78,50.00,-,17.30
071970,HD현대마린엔진,KOSPI200,51600.00,5.52,56100.00,-8.02,1.00,0.77,80.82,-56.35,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,51600.00,,56760.00,,,5.87,50.00,-,17.10
087010,펩트론,KOSDAQ150,146800.00,0.27,192900.00,-23.90,0.24,0.13,203.66,-62.60,1,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑",,,146800.00,,161480.00,,,1.68,50.00,-,16.80
348370,엔켐,KOSDAQ150,20250.00,0.00,24000.00,-15.62,0.20,0.58,57.19,-80.71,1,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑",,,20250.00,,22275.00,,,0.42,50.00,-,16.10
035720,카카오,KOSPI200,33650.00,0.00,39400.00,-14.59,0.56,0.46,731.07,-51.72,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,33650.00,,37015.00,,,8.81,50.00,-,15.90
015760,한국전력,KOSPI200,31000.00,-0.16,36400.00,-14.84,0.43,0.44,611.63,-55.40,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,31000.00,,34100.00,,,10.07,50.00,-,15.70
352820,하이브,KOSPI200,166300.00,-2.29,188300.00,-11.68,0.75,0.22,293.15,-58.99,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,166300.00,,182930.00,,,3.78,50.00,-,15.10
247540,에코프로비엠,KOSDAQ150,103000.00,-1.62,119193.00,-13.59,0.62,0.26,432.75,-59.75,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,103000.00,,113300.00,,,5.45,50.00,-,15.00
042660,한화오션,KOSPI200,83900.00,2.44,90900.00,-7.70,0.47,0.70,582.12,-45.80,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,83900.00,,92290.00,,,7.55,50.00,-,15.00
034220,LG디스플레이,KOSPI200,8410.00,-1.18,9900.00,-15.05,0.48,0.66,456.79,-53.15,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,8410.00,,9251.00,,,6.29,50.00,-,14.60
466100,클로봇,KOSDAQ150,23000.00,0.44,30850.00,-25.45,0.30,0.64,71.74,-70.50,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,23000.00,,25300.00,,,8.39,50.00,-,14.40
450080,에코프로머티,KOSPI200,35100.00,-1.40,40200.00,-12.69,0.51,0.46,96.79,-60.47,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,35100.00,,38610.00,,,4.19,50.00,-,14.00
064350,현대로템,KOSPI200,122100.00,1.92,141300.00,-13.59,0.53,0.52,400.87,-56.70,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,122100.00,,134310.00,,,2.94,50.00,-,13.70
298380,에이비엘바이오,KOSDAQ150,57500.00,1.23,85000.00,-32.35,0.69,0.11,195.61,-77.67,0,"종가>50일선, 50>150일선, 150>200일선, 200일선 상승, 52주고가 75%↑, 52주저가 +30%↑",,,57500.00,,63250.00,,,0.84,50.00,-,13.70
