ticker,name,universe,close,chg,pivot,ext,vol_ratio,close_pos,value20_eok,from_high,trend_n,trend_fail,setup,note,entry,stop,target,rr,stop_pct,target_pct,atr_pct,rs_pct,flow_score,flow_txt,score,qty,amount
455850,SOL AI반도체소부장,ETF,27495.00,3.68,27385.00,0.40,0.96,0.99,400.03,-21.86,5,50>150일선,,,27495.00,,30984.64,,,,4.23,77.81,50.00,ETF 수급 미반영,67.00,0,0.00
008930,한미사이언스,KOSPI200,52200.00,3.16,61000.00,-14.43,0.34,0.50,166.16,-14.43,5,150>200일선,,,52200.00,,59508.00,,,,6.81,86.37,50.00,-,66.90,0,0.00
007340,DN오토모티브,KOSPI200,47850.00,-3.24,50600.00,-5.43,0.60,0.30,54.34,-29.11,5,52주고가 75%↑,,,47850.00,,54482.14,,,,4.62,82.30,50.00,-,66.80,0,0.00
091160,KODEX 반도체,ETF,140400.00,2.71,139950.00,0.32,0.92,0.97,2052.09,-25.62,4,"50>150일선, 52주고가 75%↑",,,140400.00,,156369.64,,,,3.79,91.26,50.00,ETF 수급 미반영,66.50,0,0.00
039030,이오테크닉스,KOSDAQ150,479500.00,0.63,494500.00,-3.03,0.58,0.68,530.36,-23.03,5,50>150일선,,"관찰 조건 충족, 변동성 과대(ATR 5.8%)로 제외",494994.50,,564293.73,,,,5.85,81.48,50.00,-,66.40,0,0.00
090430,아모레퍼시픽,KOSPI200,141900.00,0.21,152500.00,-6.95,0.48,0.34,326.16,-16.04,6,,,,141900.00,,157864.29,,,,3.75,68.04,50.00,-,66.20,0,0.00
180640,한진칼,KOSPI200,141000.00,-0.28,154200.00,-8.56,0.64,0.40,116.43,-19.84,6,,,,141000.00,,160740.00,,,,5.25,64.78,50.00,-,65.90,0,0.00
175330,JB금융지주,KOSPI200,30200.00,-1.47,33100.00,-8.76,0.69,0.17,156.45,-21.56,6,,,,30200.00,,34271.43,,,,4.49,63.96,50.00,-,65.80,0,0.00
000810,삼성화재,KOSPI200,647000.00,-0.77,705000.00,-8.23,0.54,0.25,695.00,-14.53,6,,,,647000.00,,726285.71,,,,4.08,65.59,50.00,-,65.70,0,0.00
128940,한미약품,KOSPI200,520000.00,3.17,564000.00,-7.80,0.94,0.50,639.38,-19.63,5,50>150일선,,,520000.00,,591464.29,,,,4.58,74.15,50.00,-,65.60,0,0.00
000720,현대건설,KOSPI200,122400.00,-7.13,142000.00,-13.80,1.76,0.22,940.22,-38.31,4,"50>150일선, 52주고가 75%↑",,,122400.00,,139536.00,,,,6.27,76.19,50.00,-,65.50,0,0.00
032820,우리기술,KOSDAQ150,12980.00,-3.35,15070.00,-13.87,0.63,0.29,977.56,-57.02,4,"50>150일선, 52주고가 75%↑",,,12980.00,,14797.20,,,,8.40,91.26,50.00,-,65.10,0,0.00
498400,KODEX 200타겟위클리커버드콜,ETF,21000.00,0.96,21233.00,-1.10,0.52,0.47,1250.78,-24.94,5,50>150일선,관찰,"피벗 21,233까지 1.1%",21254.23,20426.66,22909.38,2.00,-3.89,7.79,2.63,78.22,50.00,ETF 수급 미반영,65.00,60,1275253.98
251970,펌텍코리아,KOSDAQ150,57700.00,0.17,65500.00,-11.91,0.54,0.74,54.39,-17.81,5,150>200일선,,,57700.00,,65778.00,,,,6.31,77.00,50.00,-,64.70,0,0.00
000990,DB하이텍,KOSPI200,131700.00,1.07,134500.00,-2.08,0.81,0.80,750.06,-42.86,4,"50>150일선, 52주고가 75%↑",,,131700.00,,150138.00,,,,6.63,86.78,50.00,-,64.40,0,0.00
021240,코웨이,KOSPI200,99400.00,-0.10,109200.00,-8.97,0.71,0.63,200.90,-8.97,6,,,,99400.00,,112578.57,,,,4.42,59.48,50.00,-,64.40,0,0.00
095340,ISC,KOSDAQ150,212000.00,2.17,221500.00,-4.29,0.66,0.87,292.42,-27.52,4,"50>150일선, 52주고가 75%↑",,,212000.00,,241680.00,,,,6.36,88.41,50.00,-,64.30,0,0.00
