ticker,name,universe,close,chg,pivot,ext,vol_ratio,close_pos,value20_eok,from_high,trend_n,trend_fail,setup,note,entry,stop,target,rr,stop_pct,target_pct,atr_pct,rs_pct,flow_score,flow_txt,score,qty,amount
443060,HD현대마린솔루션,KOSPI200,243000.00,0.62,254000.00,-4.33,2.12,0.45,263.50,-15.33,4,"50>150일선, 200일선 상승",,,243000.00,,267300.00,,,,4.98,60.64,50.00,-,61.80,0,0.00
161390,한국타이어앤테크놀로지,KOSPI200,60500.00,2.02,69300.00,-12.70,1.58,0.76,171.35,-22.83,5,종가>50일선,,,60500.00,,66550.00,,,,3.70,53.62,50.00,-,61.70,0,0.00
000720,현대건설,KOSPI200,125200.00,-1.03,142000.00,-11.83,1.11,0.32,1051.46,-36.90,4,"50>150일선, 52주고가 75%↑",,,125200.00,,137720.00,,,,6.15,74.66,50.00,-,61.70,0,0.00
125490,한라캐스트,KOSDAQ150,11870.00,3.76,11910.00,-0.34,5.71,0.39,167.57,-53.18,3,"50>150일선, 150>200일선, 52주고가 75%↑",,,11870.00,,13057.00,,,,7.60,61.46,50.00,-,61.50,0,0.00
051900,LG생활건강,KOSPI200,294000.00,-0.68,327000.00,-10.09,1.08,0.44,213.25,-12.37,5,150>200일선,,,294000.00,,323400.00,,,,4.00,60.22,50.00,-,61.50,0,0.00
052690,한전기술,KOSPI200,134800.00,-2.46,154100.00,-12.52,1.87,0.19,1053.92,-31.92,4,"50>150일선, 52주고가 75%↑",,,134800.00,,148280.00,,,,8.66,62.29,50.00,-,61.20,0,0.00
050890,쏠리드,KOSDAQ150,9770.00,4.05,9740.00,0.31,4.38,0.43,99.33,-53.25,4,"50>150일선, 52주고가 75%↑",,,9770.00,,10747.00,,,,5.42,46.20,50.00,-,61.20,0,0.00
272210,한화시스템,KOSPI200,79800.00,0.25,80700.00,-1.12,2.27,0.69,317.67,-56.63,4,"50>150일선, 52주고가 75%↑",,,79800.00,,87780.00,,,,5.33,56.51,50.00,-,61.10,0,0.00
095340,ISC,KOSDAQ150,186500.00,-1.69,203500.00,-8.35,0.37,0.25,270.38,-36.24,4,"50>150일선, 52주고가 75%↑",,,186500.00,,205150.00,,,,7.33,82.91,50.00,-,60.90,0,0.00
006260,LS,KOSPI200,323000.00,5.04,338500.00,-4.58,1.19,0.73,358.49,-46.52,4,"50>150일선, 52주고가 75%↑",,,323000.00,,355300.00,,,,5.54,71.36,50.00,-,60.90,0,0.00
017670,SK텔레콤,KOSPI200,89100.00,1.48,106500.00,-16.34,1.23,0.79,946.80,-36.13,4,"종가>50일선, 52주고가 75%↑",,,89100.00,,97071.43,,,,2.98,70.54,50.00,-,60.80,0,0.00
298040,효성중공업,KOSPI200,2889000.00,0.77,3265000.00,-11.52,1.05,0.14,1106.71,-39.08,4,"50>150일선, 52주고가 75%↑",,,2889000.00,,3177900.00,,,,4.60,73.01,50.00,-,60.80,0,0.00
498400,KODEX 200타겟위클리커버드콜,ETF,20365.00,2.59,21233.00,-4.09,0.65,0.72,1234.14,-27.21,4,"50>150일선, 52주고가 75%↑",,,20365.00,,22156.43,,,,2.93,76.73,50.00,ETF 수급 미반영,60.10,0,0.00
105560,KB금융,KOSPI200,175200.00,-2.50,181700.00,-3.58,0.87,0.04,1974.78,-9.92,6,,관찰,"피벗 181,700까지 3.6%",181881.70,172924.56,199795.99,2.00,-4.92,9.85,3.41,72.60,0.00,"5일 -19억 (외 -1,150 / 기 +1,131)",59.80,5,909408.50
039030,이오테크닉스,KOSDAQ150,454000.00,-3.09,489500.00,-7.25,0.48,0.15,523.40,-27.13,4,"50>150일선, 52주고가 75%↑",,,454000.00,,499400.00,,,,6.26,78.38,50.00,-,59.80,0,0.00
138040,메리츠금융지주,KOSPI200,126500.00,-0.24,139100.00,-9.06,0.87,0.57,329.65,-15.55,5,52주저가 +30%↑,,,126500.00,,139150.00,,,,4.94,57.75,50.00,-,59.60,0,0.00
011070,LG이노텍,KOSPI200,530000.00,3.52,643000.00,-17.57,0.74,0.51,1409.03,-70.36,3,"종가>50일선, 50>150일선, 52주고가 75%↑",,,530000.00,,583000.00,,,,5.32,87.86,50.00,-,59.40,0,0.00
078340,컴투스,KOSDAQ150,33450.00,-0.59,41000.00,-18.41,0.69,0.24,71.04,-20.73,5,150>200일선,,,33450.00,,36795.00,,,,5.61,58.99,50.00,-,59.10,0,0.00
403870,HPSP,KOSDAQ150,53400.00,-1.29,60300.00,-11.44,0.40,0.29,1116.69,-41.96,4,"50>150일선, 52주고가 75%↑",,,53400.00,,58740.00,,,,6.00,77.55,50.00,-,59.10,0,0.00
079550,LIG디펜스앤에어로스페이스,KOSPI200,736000.00,3.52,778000.00,-5.40,0.83,0.58,642.76,-34.17,4,"50>150일선, 52주고가 75%↑",,,736000.00,,809600.00,,,,4.67,70.95,50.00,-,59.00,0,0.00
0091P0,TIGER 코리아원자력,ETF,18225.00,0.41,19710.00,-7.53,0.78,0.32,518.19,-35.33,4,"50>150일선, 52주고가 75%↑",,"눌림 조건 충족, 손익비 1.43로 제외",18225.00,,20047.50,,,,4.93,71.36,50.00,ETF 수급 미반영,58.90,0,0.00
381180,TIGER 미국필라델피아반도체나스닥,ETF,42165.00,3.47,42905.00,-1.72,0.69,1.00,665.29,-28.39,4,"종가>50일선, 52주고가 75%↑",,,42165.00,,44628.21,,,,1.95,72.60,50.00,ETF 수급 미반영,58.90,0,0.00
426030,TIME 미국나스닥100액티브,ETF,47040.00,3.15,46395.00,1.39,0.91,0.99,322.47,-24.91,5,50>150일선,,,47040.00,,49858.93,,,,2.00,55.27,50.00,ETF 수급 미반영,58.90,0,0.00
108490,로보티즈,KOSDAQ150,306000.00,-1.92,352000.00,-13.07,0.71,0.15,1202.91,-34.05,3,"50>150일선, 150>200일선, 52주고가 75%↑",,,306000.00,,336600.00,,,,8.46,85.39,50.00,-,58.40,0,0.00
204270,제이앤티씨,KOSDAQ150,23650.00,3.96,23850.00,-0.84,2.13,0.82,164.59,-21.43,3,"50>150일선, 150>200일선, 200일선 상승",,,23650.00,,26015.00,,,,7.20,64.76,50.00,-,58.30,0,0.00
012750,에스원,KOSPI200,83300.00,-1.77,89000.00,-6.40,1.76,0.38,59.24,-19.13,4,"50>150일선, 52주저가 +30%↑",,,83300.00,,91630.00,,,,3.72,54.86,50.00,-,58.00,0,0.00
003230,삼양식품,KOSPI200,1296000.00,0.54,1557000.00,-16.76,0.84,0.49,733.60,-22.16,5,150>200일선,,,1296000.00,,1425600.00,,,,4.66,52.80,50.00,-,57.70,0,0.00
483650,달바글로벌,KOSPI200,181300.00,4.50,240000.00,-24.46,1.84,0.72,299.29,-35.94,4,"종가>50일선, 52주고가 75%↑",,,181300.00,,199430.00,,,,5.79,49.91,50.00,-,56.70,0,0.00
267270,HD건설기계,KOSPI200,140200.00,-1.61,149700.00,-6.35,0.72,0.35,315.10,-35.54,4,"50>150일선, 52주고가 75%↑",,,140200.00,,154220.00,,,,5.17,66.00,50.00,-,56.70,0,0.00
000880,한화,KOSPI200,133700.00,-3.74,144800.00,-7.67,1.41,0.15,323.03,-33.07,4,"50>150일선, 52주고가 75%↑",,,133700.00,,147070.00,,,,5.82,55.27,50.00,-,56.40,0,0.00
032830,삼성생명,KOSPI200,283500.00,0.18,329000.00,-13.83,0.62,0.29,1119.57,-45.11,4,"종가>50일선, 52주고가 75%↑",,,283500.00,,311850.00,,,,4.54,66.41,50.00,-,56.40,0,0.00
455850,SOL AI반도체소부장,ETF,25120.00,0.96,27385.00,-8.27,0.53,0.40,352.56,-28.61,4,"50>150일선, 52주고가 75%↑",,,25120.00,,27632.00,,,,4.66,66.83,50.00,ETF 수급 미반영,56.00,0,0.00
004020,현대제철,KOSPI200,35650.00,3.63,37200.00,-4.17,1.56,0.69,247.55,-29.27,4,"50>150일선, 52주고가 75%↑",,,35650.00,,39215.00,,,,4.97,51.98,50.00,-,56.00,0,0.00
